review_date,product_id,product_name,product_category,user_id,price,review_text,discount_rate,rating
2020-01-02,B07D9BJ6RR,Dr. Fresh Manual Kids' Extra Soft Toothbrushes - Pack of 2,Health & Personal Care,AEYTK6Z5J7KT5THGV7AN4JKGBMRQ,5.35,Smaller than regular toothbrushes. Great price for tooth brushes. They are smaller than other kid's toothbrushes. Perfect for toddlers,0.29,9
2020-01-02,B07DXPRN1V,GYMENIST Set of 2 Hand Shaped Neoprene Exercise Workout Jogging Walking Cardio Dumbbells Pair,Sports & Outdoors | Dumbbells,AH2LC24EHMRKG67KC7Q2RLSO27SQ,26.99,Love my 5lb hand weights!. These 5lb hand weights are awesome! Perfect weight for me. I love that I can use also while watching tv AND when exercising inside.,0.0,10
2020-01-02,B07GFN476K,Gear District Polarized UV400 Sport Sunglasses Anti-Fog Ideal for Driving or Sports Activity,AMAZON FASHION | Sunglasses,AG6LVCEGDGSCFIUYRHNHKEFKOBVQ,18.85,Sport sunglasses really eliminate glare.. Used sport sunglasses for running and they did an excellent job of keeping the glare out.,0.0,4
2020-01-02,B07GQ38JY1,"Ziploc Slider Storage Gallon Bag, Great for Grab-and-go Snacking, Tailgating or homegating, 20 Count- NFL Arizona Cardinals",Health & Personal Care,AFUC4NYVXA2KYABLODK5NPWAHOUA,9.99,Nice!. Great custom gift for a Packer fan ...box was flimsy and ripped by the time it got to me :/,0.0,7
2020-01-02,B07GQ38JY1,"Ziploc Slider Storage Gallon Bag, Great for Grab-and-go Snacking, Tailgating or homegating, 20 Count- NFL Arizona Cardinals",Health & Personal Care,AFUYWVVIVLZGOEHVLCI6JZNQ3TLA,9.99,Cute gift. Great product. I sent as a gift to my friend who loves the Ravens.,0.0,9
2020-01-02,B07T34Q7G5,"Tangkula Rolling Laptop Desk Overbed Table, Mobile Desk Cart, Angle & Height Adjustable Laptop Stand Cart",Health & Personal Care,AF72D2MQUCLEUS2GGUA3CUCMW6UA,54.99,Not very good quality. This desk does not adjust easily and does not lock into position without some wobble. The wood pattern is a very thin plastic foil and had come undone at one side.,0.5800000000000001,3
2020-01-02,B07WRQGVPZ,"Tracy'sDog Realistic Thrusting Dildo Remote Control G spot Vibrator with Suction Cup for Hands-Free, Rechargeable Heating Automatic Machine with 7 Vibration Mode Stimulation Sex Toy for Women, Black",Health & Personal Care,AHQC7U3DFNALFRIVXO42EXJXBE2Q,56.99,"Waste of money. Complete waste of money and time spent waiting for it. Got it out of the box when it came and it broke right when I started using it. Was looking forward to having this and now I’m just left disappointed. Not even going to bother trying to get my money back, just gonna chalk it up as a flop and be more careful on what I spend my money on.",0.22,2
2020-01-02,B08QDQRZ6V,Cliff Keen Custom Signature Headgear,Sports & Outdoors | Headgear,AEOJ5ITOZNGAAMILTI55ZZMX4GLQ,37.75,Quality headgear. Excellent product for a beginner wrestler. Comfortable and easy to manage.,0.0,10
2020-01-02,B08QGZGFS2,"HULISEN Clear Crossbody Purse Bag, Stadium Approved, with Extra Inside Pocket",Sports & Outdoors | Handbags & Purses,AEZGETYMFKBJBTFJSJNKVZ5ZMA6A,19.99,Perfect clear purse. Perfect for visiting the USS Memorial.,0.26,9
2020-01-02,B095CWLQRN,"H2O Capsule 2.2L Half Gallon Water Bottle with Storage Sleeve and Covered Straw Lid – BPA Free Large Reusable Drink Container with Handle - Big Sports Jug, 2.2 Liter (74 Ounce)",Sports & Outdoors | Sports Water Bottles,AE7MHW2WBMVGWEJJROLULND2ZHRQ,29.99,"BEST WATER BOTTLE FROM AMAZON!!!. The 2.2 L is just awesome and enough for your daily intake although I fill it twice! U need to stay healthy!!!! The carrying accessory is why this product is by far the best I've seen in Amazon, the costumer service is perfect and a MUST in these water bottles is that they HAVE to be MADE OUT OF TRITAN!!!!",0.0,9
2020-01-02,B0967QT3TK,"U-pick 4 Packs Cooling Towels (40""x 12"") for Neck & Face, Instant Cool Ice Towel, Soft Breathable Chilly Towels for Yoga, Gym, Workout, Camp, Fitness, Running, Beach, Travel & More Activities",Amazon Home | Towels,AEVMYWTTTN32BZIVBI43HOCN6UIA,14.99,"Waiting for hot weather to use. Bought these to carry while cycling in hot weather since do lots of long distance cycling. Unfortunately, found these too late to use in hot weather this year - hot weather turned cooler before got them, even though order arrived quickly. Keeping one in vehicle use to haul bike. Looking forward to using them in hot weather.",0.0,10
2020-01-02,B097B39ZTC,"Rngeo Silicone Wedding Ring for Men, 15 Pack Rubber Bands for Men, for Workout, Exercise & Gym (15 Pack, 11 colors)",AMAZON FASHION | Rings,AGN5RIK3T6Z2EYQZL2XJQLFQRLQQ,7.99,Love the large pack. Love that this was such a large pack. My husband plays with his rings and has lost many of the rubber ones so this was perfect.,0.4599999999999999,10
2020-01-02,B09CF9KTPQ,"Yes4All Vinyl Coated Kettlebell Weights, Weight Available: 5, 10, 15, 20, 25, 30, 35, 40, 45, 50 Lb - Strength Training Kettlebells for Weightlifting, Conditioning, Strength & Core Training",Sports & Outdoors | Kettlebells,AFAG7ESWHM72YYILROK5QVB4QQEQ,49.99,Exactly as advertised. Quality product,0.0,10
2020-01-02,B09K34T7DP,FOCO Mens NFL Team Logo Moccasin Slippers,AMAZON FASHION | Slippers,AF7G3QIVNWKIN57ZAPFGXKIO3MBA,34.99,"Little snug. Very cute and comfy, but they ran a little small.",0.0,7
2020-01-02,B09MK6WGMD,BALEAF Women's Fleece Lined Leggings Cold Weather Snow Pants Running Cycling Tights Winter Thermal Hiking Pants,AMAZON FASHION | Tights & Leggings,AH2G2KNLDXR5HDMGV7ZFCCNXCRYQ,36.99,"Just a bit short. Its good, my only complaint is that it’s short but then again I’m 6ft.",0.0,6
2020-01-02,B09Z7FT2FS,"LaScoota Professional Scooter for Ages 6+, Teens & Adults - Lightweight & Big Sturdy Wheels for Kids, Teen & Adults. Adjustable Handlebar, Foldable Kick Scooter for Indoor & Outdoor, Great Gift & Toy",Sports & Outdoors | Kick Scooters,AF5CVAP5SL3CZ2M3GQEKJ46XZRYQ,79.99,"Sweet new scooter for my wife. Christmas morning, I won, I had the biggest present under (actually beside) the tree; it's about time, this old girl works hard around here. After a flurry of paper, I assemble my new whip - that nine-year-old won't me leaving me in the dust on our way to school anymore.<br />Outside was a mess, fog, cold, but I put my LaScoota through the paces. A zig to the right, a zag to the left, I could feel it, the air warmed and sun shone down on my rosy cheeks. I was alive and free, nothing but the purr of new wheels on tarmac. All of this was of course shattered when my daughter flagged me down and swiped my new ride. ""Oh, look at me mom"", bah, it should be me out there.  There are no witnesses, so I'm soon back at the helm and thinking I should put some distance between me and Santa's-little-helper.<br />This is the good life.",0.48,10
2020-01-02,B0BTKCYWX5,MixMatchy Women's Basic Long Sleeve High Turtle Neck Slim Fit Top Shirt,AMAZON FASHION | Sweaters & Vests,AHSCGJQ6NNKAGFNEHEWF7RXBM4ZQ,16.45,Price n fit were just right. It was not bulky,0.43,9
2020-01-02,B0C2PH3M98,"SIMARI Workout Gloves Men and Women Weight Lifting Gloves with Wrist Wraps Support for Gym Training, Full Palm Protection for Fitness, Weightlifting, Exercise, Hanging, Pull ups",Sports & Outdoors | Gloves,AF4ZLQZ724FVPQZWKLR5KVLOY66A,19.98,"Good for workout needs. Great wrist support for weight lifting. The straps felt stiff initially but after loosened, it feels comfortable.",0.42,10
2020-01-02,B0C5XW2T2N,Physix Gear Sport Modern,AMAZON FASHION | Padding Supplies,AEDMPI2KEVKHAKANBYHJRSUHPP6A,18.57,Great Quality!!. Very comfortable and supportive.....Love them.,0.6599999999999999,9
2020-01-03,B00B44QD1Q,"Columbia Men’s PFG Mesh Ball Cap, Quick Drying",AMAZON FASHION | Fishing Hats,AFULRKD4G5KP2IPER57FKAE4ZE5Q,33.97,Nice hat but discolors easliy. I really like this hat. It fits and looks good. The only issue I have is that the bill is starting to discolor. I dont wear it everyday and haven't sweated in it really.,0.0,6
2020-01-03,B01LWTYFHL,BiCO Original Jig Non Lead Bass Jigs,Sports & Outdoors | Jigs,AHBNOJCJLHRNAYP6E6EPOT66MBYA,8.99,"A nice jig for casting or light pitching.. This jig is of pretty good quality. The jig served me well for my purposes, which was for light pitching and casting it.<br /><br />The jig durability seems fine enough, however, I was not placing around docks, rocks, or stumps. The weed guard did not need to be trimmed in my opinion. The jig came out of brush and weeds well enough. The hookup ratio is about four out of five bites for me, pitching.<br /><br />The jigs do not have much of a trailer retainer, however, the plastic crawfish I put on held on well after hours of pitching and a few good bass. I have already bought more of these jigs, especially for the black color.",0.0,6
2020-01-03,B01NC02WOD,Ouray Sportswear Men's Electron Short,AMAZON FASHION | Shorts,AHNIF4FLSZ77QWFNNC6FHEXE75CQ,29.38,"A little snug. I couldn't find these shorts in anything but large. They're pretty well made but the fit is a little snug. However, the material is such that there should be no shrinkage. Nice design.",0.0,6
2020-01-03,B077NR1253,"ThunderFit Silicone Band Rings, 7 Bands / 1 Band Wedding Bands for Men & Women 6mm Wide - 1.65mm Thick",AMAZON FASHION | Rings,AGCH6SMWXM4X5NJVEBHJ26RIWKKQ,13.99,Good product. I tried a couple different silicon rings and I'm so glad I found these. They are way thinner than the other ones I tried. They don't bulge into my other fingers and are very comfortable to wear. I like the variety of colors.,0.7,9
2020-01-03,B07BTCGCSF,Contraband Black Label 5050 Mens Basic Leather Fingerless Weight Lifting Gloves - Durable Light - Medium Padded Split Leather Gym Gloves - Perfect Classic Lifting Gloves (Pair),Sports & Outdoors | Gloves,AFLUYECZDPGR5FKKA6Q3XUN2Z64Q,11.99,Thanks for these .. Used these at the gym today and they feel great on my hands . Palms have a little padding so the bar feels like nothing in my hands .<br />Thanks again !,0.0,8
2020-01-03,B07BW1P3JT,SUNLITE Pedal Extenders,Sports & Outdoors | Pedals,AEX3X4QVABMIQNBVUD655RVHR5BA,22.18,"Perfect!. They worked! Now I can use my 9/16 spindle pedals with my bike that takes 1/2 spindles! Just keep in mind though when installing them that the left spindle screws on the opposite way than you would expect it to, so at first I thought these didn’t work!",0.49,8
2020-01-03,B07CRTGZ6W,"Therapist’s Choice® Spire Peak Massage Bolster Cushion, 8.5"" X 7"" X 25"" (Black)",Health & Personal Care,AGL6DBKR64F525O5VCMSPGE6XF3A,39.99,Make sure you know what size you need before ordering.. Item was too small. My fault for not ordering the correct size.,0.0,1
2020-01-03,B07DS9RKP5,"Gold Armour Camping Hammock - XL Double Hammock Portable Hammock Camping Accessories Gear for Outdoor Indoor with Tree Straps, USA Based Brand (Black and Gray)",Amazon Home | Hammocks,AGBTBBGE3VLBC27A2OGX3C7IT4RQ,28.99,"Exicted. Was a gift, and they obviously love it, can’t wait when they finally use i. She’s been dying for a hammock!",0.54,8
2020-01-03,B07G6DX9GC,Palmyth Neoprene Fishing Gloves for Men and Women 2 Cut Fingers Flexible Great for Photography Fly Fishing Ice Fishing Running Touchscreen Texting Hiking Jogging Cycling Walking,Sports & Outdoors | Fishing Gloves,AE65EWPLNFHJ7XVMLWUN3TCRODVQ,13.99,warm and useable. Can work on outdoor projects with these.,0.0,10
2020-01-03,B07HF946W8,"AKASO Kids Ski Goggles for Youth, Kids, Anti-Fog, 100% UV Protection, Double-Layer Spherical Lenses",Sports & Outdoors | Goggles,AG3L7C52L6KL7XO7ROMPYZB2ELNQ,29.99,"Seven year old son loves wearing it!. My son was wearing adult sized ski goggles until a ski instructor encouraged us to get one his size.  Voila!  I chose this one and a few others - my son liked this one the best because of how it looked.  On the slopes it performed well as he noted they are very comfortable and he said he could ""see better"" as opposed to adult sized goggles.  He's now going down black diamonds :) Can't say it's the goggles but at least I know he's got his eyes protected :)",0.0,7
2020-01-03,B07JB9LNSG,"MOSISO Sling Backpack, Multipurpose Crossbody Shoulder Bag Travel Hiking Daypack",Sports & Outdoors | Hiking Daypacks,AEMNVL3HQXWHT7HDLNNWBV5WNLKA,24.49,Great for travel. Used on a cruise.,0.06,8
2020-01-03,B07QCWNPR4,"PHISOCKAT Women's High Waist Yoga Pants with Pockets, Leggings with Pockets, Tummy Control Workout Yoga Leggings",AMAZON FASHION | Tights & Leggings,AFDP6CCQRQ6XM5HYVXRZ4A3NDYMQ,17.15,"Great work out pants. Soft material, highwaist. Love these. My hubby got them as a Christmas gift. Great find!",0.0,8
2020-01-03,B07SX5KFJZ,GUESS Mens Heavyweight Hooded Parka Jacket With Removable Faux Fur Trim,AMAZON FASHION | Jackets,AE4G46HNAG4CBFWSVMLCGVIU2LAA,139.0,"Stylish and Warm. This is one of the warmest winter coats I have ever owned. I live in Minnesota so it gets very cold here and this coat has kept me super warm on even the negative days. The coat is very stylish and sleek, not too bulky or puffy for my liking. The waterproof feature works as well which is great for the snow.",0.7,9
2020-01-03,B07TQ46HRR,"Silicone Swim Cap for Long Hair, Swimming Cap for Women Long Hair, Flexible Adult Swimmers Cap, Waterproof Bathing Swimming Pool Cap with Nose Clip, Stretchy and Lightweight, Keep Hair Dry",Sports & Outdoors | Swim Caps,AH4VWQDGRF5UU4NY7Y6GRUOXB3AQ,15.45,Easy and durable. Best I’ve ever tried,0.48,10
2020-01-03,B07VGC7JXJ,"Bike Frame Bag - OPAMOO Bike Bag Bicycle Bag with Waterproof Phone Pouch, Waterproof Eva Pressure-Resistant Bike Accessories for Adult Bikes, TPU Touch-Screen, Compatible for Phone Under 7” (Multicolor)",Automotive | Handlebar Bags,AGEN73QHT7UHP2MVYUCFRCM3NVWQ,16.99,"Nice bag!. Works great, but once it's wet, on the outside, the touch screen doesn't work very well.<br />Beyond that, a great accessory to your bike.",0.45,4
2020-01-03,B07VGC7JXJ,"Bike Frame Bag - OPAMOO Bike Bag Bicycle Bag with Waterproof Phone Pouch, Waterproof Eva Pressure-Resistant Bike Accessories for Adult Bikes, TPU Touch-Screen, Compatible for Phone Under 7” (Multicolor)",Automotive | Handlebar Bags,AEOOZE6GI2V7ODLWE2VMR4DXDSNA,16.99,Simple and affordable. Works fine. Good to carry a few essentials and maybe a multi tool. Touch screen worked fine for me and so far nothing got wet inside.,0.0,10
2020-01-03,B07VZLLD3M,"Portable Keychain Pill Case, Golden^Li 2Pack Metal Travel Medicine Organizer with 5 Compartments, Daily Pill Container Holder for Outdoor Sports Camping Climbing First Aid",Health & Personal Care,AETNB56O52BHDONYTUSSEOJKZ4UA,9.99,"Doesn’t open up when it’s in your bag.. I am terminally ill. I have a ton of meds. This does the trick for me.  No one knows what it is, they think it’s a self defense thing.",0.0,9
2020-01-03,B07XX23XZJ,Ewedoos Leggings with Pockets for Women High Waisted Yoga Pants with Pockets for Women Soft Yoga Pants Women,AMAZON FASHION | Clothing,AFJU2LXKUL2VXKN24U7A7PLWYVWQ,19.99,"Well made and fit is great!. I am 5'8"" and weigh 130 lbs.  I usually buy size large but based on the helpful reviews I ordered medium and they fit perfectly.  Nicely made, and just the right thickness. They do have a seam down the front of the legs, which surprised me, but it is very flat so it doesn't bother me. I will be ordering more!",0.0,8
2020-01-03,B07ZSHJFR8,"Elimoons Silicone Wedding Ring for Women, 10-Pack Thin and Stackable Braided Rubber Bands, Fashion, Comfortable, Safe",Sports & Outdoors | Resistance Bands,AGCV6N4LVTEQVYSE3LXR3J2QB3EA,7.99,"Durable, comfortable, and cute rings.. These silicone rings are soft and flexible. They are comfortable to wear. I like how cute and stylish they look. These can be worn individually or stacked with several on a finger. They are durable and a pack like this is a great value because it includes ten rings.",0.25,10
2020-01-03,B082PX9D76,CYGOLITE Hotshot– High Power 2 Watt Bike Taillight– 6 Night & Daytime Modes– User Tuneable Flash Speed– Compact Design– IP64 Water Resistant– Secured Hard Mount– USB Rechargeable– Great for Busy Roads,Sports & Outdoors | Taillights,AFKUGL7W4L775FHSILZZAQXHW7TA,37.15,"Perfect for Commuters. Bright light. Great value.  You absolutely cannot beat this light for performance, visibility, and value. You can spend more on higher tech lights, but this one rips and IF you lose it, just buy another. 🤷🏻‍♂️",0.56,8
2020-01-03,B0879DQDJX,Venture Pal Large 64 oz/128 oz(When Full) Motivational BPA Free Leakproof Water Bottle with Straw & Time Marker Perfect for Fitness Gym Camping Outdoor Sports,Sports & Outdoors | Sports Water Bottles,AG5UJY2KM5ZNQOO4YONXATI54DJQ,20.99,Perfect quality and easy to use.. Loved the build of this bottle. The straw moved up and down with ease and the handle is Very secure. Doesn't leak and the latch is easy to open and stays shut. Quality is great and easy to clean. This is my new favorite bottle for lugging around everyday.,0.0,8
2020-01-03,B0879DQDJX,Venture Pal Large 64 oz/128 oz(When Full) Motivational BPA Free Leakproof Water Bottle with Straw & Time Marker Perfect for Fitness Gym Camping Outdoor Sports,Sports & Outdoors | Sports Water Bottles,AGDGUO6QSNOQ3HI37ANWX6QZRYBQ,20.99,"It’s massive.. First things first, this thing is massive. It’s going to be interesting carrying this thing to work and back! Second, it’s massive. Thankful it’s got a nifty straw so I don’t have to try to turn it up, and it has a handle to tote it around, and curl it, because it’s multifunctional like that.",0.0,10
2020-01-03,B08N2D7KT9,"We Sell Mats 1/2 Inch Thickness Multipurpose EVA Foam Floor Tiles, Interlocking Floor Mat for Indoor Gym and Home Use",Sports & Outdoors | Exercise Equipment Mats,AEEF67BSWRRTUXXDFSUMOTZIR7OA,186.99,Easy to clean. Easier clean but wish they were bigger,0.69,6
2020-01-03,B08P4JVN2S,adidas Tango Rosario Manchester United Soccer Ball,Sports & Outdoors | Balls,AGJUQSQG36P2YRTBDSMADABXEIQA,35.25,Needs to have a pump. Needs to come with a pump,0.22,9
2020-01-03,B08PB5JJTQ,"Kosher Salmon Fillet Fish, Parve MRE Meal Ready to Eat, Protein Food (3 Pack) Prepared Entree Fully Cooked, Shelf Stable Microwave Dinner – Travel Military Camping, Emergency Survival Prepping Supply",Grocery | Freeze-Dried Food,AH3VYDJ2W7WFOLKOLJHPPD46FK2A,29.99,"very good taste, but.... Very good taste, but the cabbage has been cooked till you can barely tell what it is.  Also the tomato/gravy sauce is somewhat sweet, but I like it that way YMMV<br />Also pretty expensive at $1.25 per ounce.  I still like and will likely buy again--just not often due to cost.",0.61,8
2020-01-03,B08XYZ3HY6,"AlphaBeing Inflatable Lounger - Best Air Lounger Sofa for Camping, Hiking - Ideal Inflatable Couch for Pool and Festivals - Perfect Inflatable Beach Chair for Adults",Sports & Outdoors | Compression Sacks,AG473G3GBMWYAK3IQT4IA7OXDDBA,38.98,Great gift idea. Great,0.0,7
2020-01-03,B09MK6WGMD,BALEAF Women's Fleece Lined Leggings Cold Weather Snow Pants Running Cycling Tights Winter Thermal Hiking Pants,AMAZON FASHION | Tights & Leggings,AG4L3N5ZCU3FXYKYWIH6ZNPABIKA,36.99,If you’re short- they may work. I don’t think these pants are for tall girls with long torsos. The pants fit. But it barely covered by backside and gave me camel toe because it was so short. Wanted to know these because they were cute and soft inside. Maybe better for a shorter person.,0.11,3
2020-01-03,B09RNT4WDK,Ultra Game NFL Men's Active Soft Fleece Jogger Sweatpants,AMAZON FASHION | Pants,AH6M2GQA37MQ7NGTJORLFO6N6SIQ,40.0,Super comfortable. Super comfortable,0.49,9
2020-01-03,B09WDL3LWK,"Coleman Insulated Portable Thermoelectric Cooler, 40qt Versatile Hot/Cold Cooler for Vehicles and Truckers",Sports & Outdoors | Coolers,AHTJUURJV77SNIAHQ5YVF4OKXXSQ,134.77,"Review - 99% Satisfied. Just received the cooler.  I'm a truck driver and I believe this unit will be just right for my needs.  Size wise, perfect.  I like that it is a flat top as I use the top as a table next to my seat and I also like the idea it can be used as an upright or chest.  I was however disappointed that it did not have an AC plug like many other cheaper brands do.  For the price, this should have been a feature.  I wished it had an on/off switch so I wouldn't have to keep plugging and unplugging it to turn it on and off (not a big issue).  Cord storage is real tight - they don't give you much room to store the power cord.  It took me forever to get the cord out the way the manufacture had it stuffed.  This is a preliminary review as I have not used the product at this time.  I will update later after seeing how it performs.  I do have high expectations it will serve me well.<br />Update 01/17/20: After using cooler on the road 2 weeks - kept milk, drinks and foods consistently cold. During the night, truck powers off to conserve battery; however, contents maintains temperature.  The only other issue I have with this cooler is that I wished manufacturer had placed a LED light on the cooler to show when its powered. It does have one on the plug but that doesn’t mean the cooler is running if the connection is disconnected. The only way to tell if it’s still running is to feel the air flow from the fan.  Still happy with the purchase.",0.69,7
2020-01-03,B09Y8JFMBJ,"Minority 32inch Maple Skateboard|Trick Skateboard for Beginners, Intermediate and Pros",Sports & Outdoors | Standard Skateboards,AHS6NPL76RIXM6Z6VMCRZHU7XAUQ,35.99,Very nice!. Well worth it! Very nice board,0.0,10
2020-01-03,B0B6CQSZYW,O'NEILL Kids Youth Basic Skins UPF 50+ Long Sleeve Sun Shirt,AMAZON FASHION | Men,AFGCDEQZTVC3RPX2OXRXXUWOECAA,19.85,True to size. My son hasn’t worn it yet but I can tell it is well made and is true to size,0.51,10
2020-01-03,B0BLV46HLG,FOCO Men's NCAA College Team Logo Sherpa Slide Slippers,AMAZON FASHION | Slippers,AHWR5RW2WLTTTZC6BNU6KMYGTPRA,29.99,"Will not purchase again. I was a little disappointed in the quality, seemed a little pricey for the cheap thickness. They need to up their game for the price!",0.2,6
2020-01-03,B0C4JSFHKF,Walker's Razor Slim,AMAZON FASHION | Earmuffs,AGK63CGC7N3MB2QN56EZNDZYNGIQ,63.11,Great audio subpar sound deadening. Works great you can hear things you don't normally hear without them. The sound deadening isn't the best.,0.7,8
2020-01-03,B0C4KXNKSB,"SLUXKE Gallon Big Water Bottle with Handle, 128oz Leakproof BPA Free Fitness Sports Water Bottle with Motivational Time Marker & Wide Mouth Ensure You Drink More Water",Sports & Outdoors | Sports Water Bottles,AGM72HBDFQNZB6YULSTEFLG3T7PQ,16.96,"Very large!. Returned. Great idea, but was honesty just too big. Not practical to carry around.",0.4599999999999999,8
2020-01-03,B0C5K4PQZ3,"Pogo BPA-Free Tritan Plastic Water Bottle with Chug Lid, 18 Oz, Blue",Sports & Outdoors | Sports Water Bottles,AGNUSJ53WNSXVOPZ2WZ3SOTQ3XHQ,11.99,Serves its purpose.. Great buy!,0.0,10
2020-01-03,B0C5XW2T2N,Physix Gear Sport Modern,AMAZON FASHION | Padding Supplies,AH35Q5XSKKV4ZS3QTXX3ED6ALM6A,18.57,Super Cute & Comfy. I ordered these socks and they are awesome. I am a nurse and I spent long hours walking and these socks are perfect. Super cute color & comfy. I recommend them to anyone!,0.54,9
2020-01-03,B0C5XW2T2N,Physix Gear Sport Modern,AMAZON FASHION | Padding Supplies,AG3FBN5AFOE6DD6WQRQYNUOINLBA,18.57,They're close to quality as a Solomon s lab compression socks.. I bought these socks mainly because I generally buy Solomon compression socks. But for the price of a Solomon pair of compression socks it's $40. as for the quality for these socks they seem to hold up I bought in two pairs now. They do a good job. I do a lot of hiking a lot of backcountry skiing and I was looking for something that will match up to at least close to the Solomon s lab socks. And I feel they do. For the price you just can't go wrong.,0.0,10
2020-01-04,B00GL0NGFE,NCAA Wall Mounted Bottle Opener,Sports & Outdoors | Key Chains,AGSCZGFVF65XMV74DD4TLKW5YUHA,20.6,Love it. Let’s go orange!. I got this for my father in law and he loves it.  Works like a charm!,0.55,10
2020-01-04,B00S8826WQ,Vizari Malaga Soccer Shin Guards for Kids | Youth Soccer Gear for Boys Girls | Protective Soccer Equipment | Adjustable Straps,Sports & Outdoors | Shin Guards,AHDARBTXPPQJZASPE5YQ7FZIC6TA,15.39,Great price for beginner level soccer equipment. Worth the money!,0.43,8
2020-01-04,B00UCH2NQ0,"Recamania Ulka EAX5 Vibratory Pump – Dramatically increase the pressure in your espresso machine – Old pumps can decrease pressure and reduce crema production – 120V, 60Hz, 52W – Durable brass shaft f",Health & Personal Care,AEQMPBAUC4SMWI6W7KNFNNAQD6CA,19.99,"Works great. Quieter, more pressure, works. Installed in delonghi esam5500",0.0,10
